Authors,Title,Link,Abstract,Author Keywords
"Dora A., Bryjko L., Van Mourik T., Tennyson J.","Low-energy electron scattering with the purine bases of DNA/RNA using the R-matrix method","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855938011&doi=10.1063%2f1.3675448&partnerID=40&md5=8495bf34aa8d00bdba95aa33cacbf634","R-matrix calculations on electron collisions with the purine bases found in DNA and RNA (i.e., adenine and guanine) are presented. Resonant anion states of these systems are identified by employing different approximation levels of ab initio theoretical methods, such as the static exchange, the static exchange plus polarization, and the close-coupling methods. The results are compared with other available calculations and experiments. All of these ab initio approximations, which we refer to as a scattering model, give four shape resonances of 2A ′′ () symmetry within the energy range of 10 eV for both molecules. For adenine, the most sophisticated method, the close-coupling model, gives two very narrow 2A ′ () symmetry Feshbach-type resonances at energies above 5 eV. Quantitative results for the total elastic and electronic excitation cross sections are also presented. © 2012 American Institute of Physics.",
"Ma J., Xu D., Guo H., Tyng V., Kellman M.E.","Isotope effect in normal-to-local transition of acetylene bending modes","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855540110&doi=10.1063%2f1.3673570&partnerID=40&md5=55c4e274f290a2c531cc4d4cf455ef9e","The normal-to-local transition for the bending modes of acetylene is considered a prelude to its isomerization to vinylidene. Here, such a transition in fully deuterated acetylene is investigated using a full-dimensional quantum model. It is found that the local benders emerge at much lower energies and bending quantum numbers than in the hydrogen isotopomer HCCH. This is accompanied by a transition to a second kind of bending mode called counter-rotator, again at lower energies and quantum numbers than in HCCH. These transitions are also investigated using bifurcation analysis of two empirical spectroscopic fitting Hamiltonians for pure bending modes, which helps to understand the origin of the transitions semiclassically as branchings or bifurcations out of the trans- and cis-normal bend modes when the latter become dynamically unstable. The results of the quantum model and the empirical bifurcation analysis are in very good agreement. © 2012 American Institute of Physics.",
"Peverati R., Truhlar D.G.","M11-L: A local density functional that provides improved accuracy for electronic structure calculations in chemistry and physics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855459955&doi=10.1021%2fjz201525m&partnerID=40&md5=ac367d252d08496020ec010a3692a6d7","Local approximations to the exchange-correlation functional are of special interest because of their cost advantages and their useful accuracy for efficient calculations on systems (such as many transition metal catalysts) with significant multiconfigurational wave function character. We present a meta-GGA exchange-correlation functional, called M11-L, that employs dual-range local exchange to provide broad accuracy for both single-configurational and multiconfigurational molecules and for solid-state lattice constants. Also notable is the high accuracy (for a local functional) for chemical reaction barrier heights. The mean unsigned error on a broad chemistry database of 338 energetic data is lower than that for any other known functional, even hybrid functionals and range-separated hybrid functionals. This success shows that the dependence of the exchange energy density on interelectronic distance is quite different at short-range and long-range, and it establishes a new standard for the limit of what can be achieved with a local exchange-correlation functional. © 2011 American Chemical Society.",
"Ribeiro R.F., Marenich A.V., Cramer C.J., Truhlar D.G.","Erratum: Addition to ""the solvation, partitioning, hydrogen bonding, and dimerization of nucleotide bases: A multifaceted challenge for quantum chemistry"" (Physical Chemistry Chemical Physics (2011) DOI 10.1039/C0CP02784G))","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82655179929&doi=10.1039%2fc1cp90197d&partnerID=40&md5=daf202dddab7bb3b88625aa4c78893f1",[No abstract available],
"Peverati R., Truhlar D.G.","Communication: A global hybrid generalized gradient approximation to the exchange-correlation functional that satisfies the second-order density-gradient constraint and has broad applicability in chemistry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-81855222522&doi=10.1063%2f1.3663871&partnerID=40&md5=65008fa4ac2f1f534941241f06dda2df","We extend our recent SOGGA11 approximation to the exchange-correlation functional to include a percentage of Hartree-Fock exchange. The new functional, called SOGGA11-X, has better overall performance for a broad chemical database than any previously available global hybrid generalized gradient approximation, and in addition it satisfies an extra physical constraint in that it is correct to second order in the density-gradient. © 2011 American Institute of Physics.",
"Fleming D.G., Arseneau D.J., Sukhorukov O., Brewer J.H., Mielke S.L., Truhlar D.G., Schatz G.C., Garrett B.C., Peterson K.A.","Kinetics of the reaction of the heaviest hydrogen atom with H2, the 4Heμ + H2 → 4HeμH + H reaction: Experiments, accurate quantal calculations, and variational transition state theory, including kinetic isotope effects for a factor of 36.1 in isotopic mass","https://www.scopus.com/inward/record.uri?eid=2-s2.0-81155138813&doi=10.1063%2f1.3657440&partnerID=40&md5=67516ddf08d1fb205427aa9e9fb4bd9e","The neutral muonic helium atom 4Heμ, in which one of the electrons of He is replaced by a negative muon, may be effectively regarded as the heaviest isotope of the hydrogen atom, with a mass of 4.115 amu. We report details of the first muon spin rotation (μSR) measurements of the chemical reaction rate constant of 4Heμ with molecular hydrogen, 4Heμ + H2 → 4HeμH + H, at temperatures of 295.5, 405, and 500 K, as well as a μSR measurement of the hyperfine coupling constant of muonic He at high pressures. The experimental rate constants, kHeμ, are compared with the predictions of accurate quantum mechanical (QM) dynamics calculations carried out on a well converged Born-Huang (BH) potential energy surface, based on complete configuration interaction calculations and including a Born-Oppenheimer diagonal correction. At the two highest measured temperatures the agreement between the quantum theory and experiment is good to excellent, well within experimental uncertainties that include an estimate of possible systematic error, but at 295.5 K the quantum calculations for kHeμ are below the experimental value by 2.1 times the experimental uncertainty estimates. Possible reasons for this discrepancy are discussed. Variational transition state theory calculations with multidimensional tunneling have also been carried out for kHeμ on the BH surface, and they agree with the accurate QM rate constants to within 30% over a wider temperature range of 200-1000 K. Comparisons between theory and experiment are also presented for the rate constants for both the D + H2 and Mu + H2 reactions in a novel study of kinetic isotope effects for the H + H2 reactions over a factor of 36.1 in isotopic mass of the atomic reactant. © 2011 American Institute of Physics.",
"Hohenstein E.G., Parrish R.M., Sherrill C.D., Turney J.M., Schaefer III H.F.","Large-scale symmetry-adapted perturbation theory computations via density fitting and Laplace transformation techniques: Investigating the fundamental forces of DNA-intercalator interactions","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80855128923&doi=10.1063%2f1.3656681&partnerID=40&md5=695817e91fd2dfdfa7546b59feabda4e","Symmetry-adapted perturbation theory (SAPT) provides a means of probing the fundamental nature of intermolecular interactions. Low-orders of SAPT (here, SAPT0) are especially attractive since they provide qualitative (sometimes quantitative) results while remaining tractable for large systems. The application of density fitting and Laplace transformation techniques to SAPT0 can significantly reduce the expense associated with these computations and make even larger systems accessible. We present new factorizations of the SAPT0 equations with density-fitted two-electron integrals and the first application of Laplace transformations of energy denominators to SAPT. The improved scalability of the DF-SAPT0 implementation allows it to be applied to systems with more than 200 atoms and 2800 basis functions. The Laplace-transformed energy denominators are compared to analogous partial Cholesky decompositions of the energy denominator tensor. Application of our new DF-SAPT0 program to the intercalation of DNA by proflavine has allowed us to determine the nature of the proflavine-DNA interaction. Overall, the proflavine-DNA interaction contains important contributions from both electrostatics and dispersion. The energetics of the intercalator interaction are are dominated by the stacking interactions (two-thirds of the total), but contain important contributions from the intercalator-backbone interactions. It is hypothesized that the geometry of the complex will be determined by the interactions of the intercalator with the backbone, because by shifting toward one side of the backbone, the intercalator can form two long hydrogen-bonding type interactions. The long-range interactions between the intercalator and the next-nearest base pairs appear to be negligible, justifying the use of truncated DNA models in computational studies of intercalation interaction energies. © 2011 American Institute of Physics.",
"Yu T., Zheng J., Truhlar D.G.","Multi-structural variational transition state theory. Kinetics of the 1,4-hydrogen shift isomerization of the pentyl radical with torsional anharmonicity","https://www.scopus.com/inward/record.uri?eid=2-s2.0-81355142009&doi=10.1039%2fc1sc00225b&partnerID=40&md5=787f6d68270859e80e7de77e49cee1ed","We present a new formulation of variational transition state theory (VTST) called multi-structural VTST (MS-VTST) and the use of this to calculate the rate constant for the 1,4-hydrogen shift isomerization reaction of 1-pentyl radical and that for the reverse reaction. MS-VTST uses a multi-faceted dividing surface and provides a convenient way to include the contributions of many structures (typically conformers) of the reactant and the transition state in rate constant calculations. In this particular application, we also account for the torsional anharmonicity. We used the multi-configuration Shepard interpolation method to efficiently generate a semi-global portion of the potential energy surface from a small number of high-level electronic structure calculations using the M06 density functional in order to compute the energies and Hessians of Shepard points along a reaction path. The M06-2X density functional was used to calculate the multi-structural anharmonicity effect, including all of the structures of the reactant, product and transition state. To predict the thermal rate constant, VTST calculations were performed to obtain the canonical variational rate constant over the temperature range 200-2000 K. A transmission coefficient is calculated by the multidimensional small-curvature tunneling (SCT) approximation. The final MS-CVT/SCT thermal rate constant was determined by combining a reaction rate calculation in the single-structural harmonic oscillator approximation (including tunneling) with the multi-structural anharmonicity torsional factor. The calculated forward rate constant agrees very well with experimentally-based evaluations of the high-pressure limit for the temperature range 300-1300 K, although it is a factor of 2.5-3.0 lower than the single-structural harmonic oscillator approximation over this temperature range. We anticipate that MS-VTST will be generally useful for calculating the reaction rates of complex molecules with multiple torsions. © The Royal Society of Chemistry 2011.",
"Jiang B., Xie C., Xie D.","New ab initio coupled potential energy surfaces for the Br( 2P3/2, 2P1/2) H2 reaction","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80555139779&doi=10.1063%2f1.3656242&partnerID=40&md5=d779f0d623af5a6c04338b12ce74d091","The three lowest (1A′, 2A′, and 1A ′′) adiabatic potential energy surfaces (PESs) for the Br(2P) H2 reactive system have been computed based on the multi-reference configuration interaction (MRCI) method including the Davidsons correction with a large basis set. These three adiabatic PESs have been transformed to a diabatic representation, leading to four coupling potentials. In addition, the spin-orbit matrix elements were also obtained using the Breit-Pauli Hamiltonian and the unperturbed MRCI wavefunctions in the Br + H2 channel and the transition state region. Consequently, six coupling potentials were obtained and their characteristics were extensively discussed. Nonadiabatic quantum dynamics calculations for this system have been realized with these realistic diabatic potentials instead of previous semi-empirical diabatic potentials. Based on two-state model nonadiabatic calculations for the Br(2P3/2, 2P 1/2) + H2 reaction, the Br(2P1/2) H2 reaction was found to show less reactivity than the Br( 2P32) + H2 reaction at collision energies beyond the threshold of the Br(2P32) H2 reaction. Our results are consistent with the previous studies on the XH 2 (X = F, Cl) system, which indicate that the adiabatically forbidden channel is dominant at low energies in the open-shell halogen atom plus H 2 reactions. © 2011 American Institute of Physics.",
"Xie C., Li A., Xie D., Guo H.","State-to-state quantum dynamics of the N(4S) OH(X2) → H(2S) + NO(X2) reaction","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80555145022&doi=10.1063%2f1.3656243&partnerID=40&md5=72762adc8a0c9dad813923ac362e09d3","Quantum state-to-state dynamics for the N(4S) OH(X 2Π) → H(2S) NO(X2Π) reaction is reported on an accurate ab initio potential energy surface of the lowest triplet electronic state (a3A″) of HNOHON. It was found that the reaction is dominated by long-lived resonances supported by the HNO and HON wells. Significant non-reactive scattering was observed, indicating substantial deviations from the statistical limit. Due to the large exothermicity of the reaction, the NO product has hot internal state distributions: its rotational state distribution is inverted and peaks near the highest accessible rotational level; and its vibrational state distribution extends to ν = 10 and decays monotonically with the vibrational quantum number. In particular, the predicted product vibrational distribution is in reasonably good agreement with experiment. The calculated differential cross section is dominated by scattering in both the forward and backward directions, consistent with the formation of reaction intermediates. © 2011 American Institute of Physics.",
"Czakó G., Wang Y., Bowman J.M.","Communication: Quasiclassical trajectory calculations of correlated product-state distributions for the dissociation of (H2O)2 and (D2O)2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80155157790&doi=10.1063%2f1.3655564&partnerID=40&md5=959f38d261d05ce38bf6a86be399176d","Stimulated by recent experiments B. E. Rocher-Casterline, L. C. Chng, A. K. Mollner, and H. Reisler, J. Chem. Phys. 134, 211101 (2011), we report quasiclassical trajectory calculations of the dissociation dynamics of the water dimer, (H2O)2 (and also (D2O)2) using a full-dimensional ab initio potential energy surface. The dissociation is initiated by exciting the H-bonded OH(OD)-stretch, as done experimentally for (H2O)2. Normal mode analysis of the fragment pairs is done and the correlated vibrational populations are obtained by (a) standard histogram binning (HB), (b) harmonic normal-mode energy-based Gaussian binning (GB), and (c) a modified version of (b) using accurate vibrational energies obtained in the Cartesian space. We show that HB allows opening quantum mechanically closed states, whereas GB, especially via (c), gives physically correct results. Dissociation of both (H2O)2 and (D 2O)2 mainly produces either fragment in the bending excited (010) state. The H2O(J) and D2O(J) rotational distributions are similar, peaking at J 3-5. The computations do not show significant difference between the ro-vibrational distributions of the donor and acceptor fragments. Diffusion Monte Carlo computations are performed for (D2O)2 providing an accurate zero-point energy of 7247 cm-1, and thus, a benchmark D0 of 1244 5 cm-1. © 2011 American Institute of Physics.",
"Wang Y., Bowman J.M.","Communication: Rigorous calculation of dissociation energies (D 0) of the water trimer, (H2O)3 and (D 2O)3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054708483&doi=10.1063%2f1.3647584&partnerID=40&md5=d457e143a31224a1cfcb240c769ca6b4","Using a recent, full-dimensional, ab initio potential energy surface [Y. Wang, X. Huang, B. C. Shepler, B. J. Braams, and J. M. Bowman, J. Chem. Phys. 134, 094509 (2011)] together with rigorous diffusion Monte Carlo calculations of the zero-point energy of the water trimer, we report dissociation energies, D0, to form one monomer plus the water dimer and three monomers. The calculations make use of essentially exact zero-point energies for the water trimer, dimer, and monomer, and benchmark values of the electronic dissociation energies, De, of the water trimer [J. A. Anderson, K. Crager, L. Fedoroff, and G. S. Tschumper, J. Chem. Phys. 121, 11023 (2004)]. The D 0 results are 3855 and 2726cm-1 for the 3H2O and H2O (H2O)2 dissociation channels, respectively, and 4206 and 2947cm-1 for 3D2O and D 2O (D2O)2 dissociation channels, respectively. The results have estimated uncertainties of 20 and 30cm-1 for the monomer plus dimer and three monomer of dissociation channels, respectively. © 2011 American Institute of Physics.",
"Li A., Han H., Xie D.","Global ab initio potential energy surfaces for both the ground (X1 A′) and excited (A1A″) electronic states of HNO and vibrational states of the Renner-Teller A1A ″- X1A′system","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052925434&doi=10.1063%2f1.3632994&partnerID=40&md5=ea1272292323f9eb0da5b2a7f9f935f5","The global potential energy surfaces for both the ground (X 1A′) and excited (A1A″) electronic states of the HNO molecule have been constructed by three-dimensional cubic spline interpolation of more than 17 000 ab initio points, which have been calculated at the internal contracted multi-reference configuration interaction level with the Davidson correction using an augmented correlation-consistent polarized valence quadruple zeta basis set. The low-lying vibrational energy levels for the two electronic states of HNO have also been calculated on our potential energy surfaces including the diagonal Renner-Teller terms. The calculated results have shown a good agreement with the experimental vibrational frequencies of HNO and its isotopomers. © 2011 American Institute of Physics.",
"Dawes R., Lolur P., Ma J., Guo H.","Communication: Highly accurate ozone formation potential and implications for kinetics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052415406&doi=10.1063%2f1.3632055&partnerID=40&md5=fbafa19d9b55ac2ce615f198687a0271","Atmospheric ozone is formed by the O + O2 exchange reaction followed by collisional stabilization of the O3* intermediate. The dynamics of the O + O2 reaction and to a lesser extent the O 3 stabilization depend sensitively on the underlying potential energy surface, particularly in the asymptotic region. Highly accurate Davidson corrected multi-state multi-reference configuration interaction calculations reported here reveal that the minimal energy path for the formation of O 3 from O + O2 is a monotonically decaying function of the atom-diatom distance and contains no reef feature found in previous ab initio calculations. The absence of a submerged barrier leads to an exchange rate constant with the correct temperature dependence and is in better agreement with experiment, as shown by quantum scattering calculations. © 2011 American Institute of Physics.",
"Jiang B., Xie D., Guo H.","Calculation of multiple initial state selected reaction probabilities from Chebyshev flux-flux correlation functions: Influence of reactant internal excitations on H + H2O → OH + H2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052419583&doi=10.1063%2f1.3626525&partnerID=40&md5=b0df6fe2cc815b82e681c949102fdc7c","A Chebyshev-based flux-flux correlation function approach is introduced for calculating multiple initial state selected reaction probabilities for bimolecular reactions. Based on the quantum transition-state theory, this approach propagates, with the exact Chebyshev propagator, transition-state wave packets towards the reactant asymptote. It is accurate and efficient if many initial state selected reaction probabilities are needed. This approach is applied to the title reaction to elucidate the influence of the H2O ro-vibrational states on its reactivity. Results from several potential energy surfaces are compared. © 2011 American Institute of Physics.",
"Isegawa M., Gao J., Truhlar D.G.","Incorporation of charge transfer into the explicit polarization fragment method by grand canonical density functional theory","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052402208&doi=10.1063%2f1.3624890&partnerID=40&md5=70fecd6770d139977807eb49dc7828ff","Molecular fragmentation algorithms provide a powerful approach to extending electronic structure methods to very large systems. Here we present a method for including charge transfer between molecular fragments in the explicit polarization (X-Pol) fragment method for calculating potential energy surfaces. In the conventional X-Pol method, the total charge of each fragment is preserved, and charge transfer between fragments is not allowed. The description of charge transfer is made possible by treating each fragment as an open system with respect to the number of electrons. To achieve this, we applied Mermins finite temperature method to the X-Pol wave function. In the application of this method to X-Pol, the fragments are open systems that partially equilibrate their number of electrons through a quasithermodynamics electron reservoir. The number of electrons in a given fragment can take a fractional value, and the electrons of each fragment obey the Fermi-Dirac distribution. The equilibrium state for the electrons is determined by electronegativity equalization with conservation of the total number of electrons. The amount of charge transfer is controlled by re-interpreting the temperature parameter in the Fermi-Dirac distribution function as a coupling strength parameter. We determined this coupling parameter so as to reproduce the charge transfer energy obtained by block localized energy decomposition analysis. We apply the new method to ten systems, and we show that it can yield reasonable approximations to potential energy profiles, to charge transfer stabilization energies, and to the direction and amount of charge transferred. © 2011 American Institute of Physics.",
"Dagdigian P.J., Alexander M.H.","Theoretical investigation of rotationally inelastic collisions of the methyl radical with helium","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051897338&doi=10.1063%2f1.3624525&partnerID=40&md5=42c803143c0114c34a2976e18095b9d9","Rotationally inelastic collisions of the CH3 molecule in its ground X̃2 A″2electronic state have been investigated. We have determined a potential energy surface (PES) for the interaction of rigid CH3, frozen at its equilibrium geometry, with a helium atom, using a coupled-cluster method that includes all single and double excitations, as well as perturbative contributions of connected triple excitations RCCSD(T). The anisotropy of the PES is dominated by repulsion of the helium by the hydrogen atoms. The dissociation energy De was computed to equal 27.0 cm -1. At the global minimum, the helium atom lies in the CH3 plane between two C-H bonds at an atom-molecule separation R 6.52 bohr. Cross sections for collision-induced rotational transitions have been determined through quantum scattering calculations for both nuclear spin modifications. Rotationally inelastic collisions can cause a change in the rotational angular momentum n and its body-frame projection k. Because of the anisotropy of the PES due to the hydrogen atoms, there is a strong propensity for Δk ±3 transitions. Thermal rate constants for state-specific total collisional removal have also been determined. © 2011 American Institute of Physics.",
"Han Y.-C., Shepler B.C., Bowman J.M.","Quasiclassical trajectory calculations of the dissociation dynamics of CH3CHO at high energy yield many products","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960723281&doi=10.1021%2fjz200719x&partnerID=40&md5=7744cd4a2bb5f856157a2340d9a53125","We present a quasiclassical trajectory study of the photodissociation of CH3CHO using a global ab initio-based potential energy surface. Calculations are performed at a total energy of 160 kcal/mol, corresponding to a photolysis wavelength of 230 nm, and with all trajectories initiated from the acetaldehyde global minimum. Many product channels are energetically accessible and observed at this energy, and the branching ratios to these are presented. We identify a minor channel giving H2O plus vinylidene or acetylene. Mechanisms are identified for these products, both of which originate from dissociation of vinyl alcohol an isomer of acetaldehyde. The channel CH 2=CHOH → HCCH + H2O produces acetylene with relatively low internal energy, while the acetylene which arises from the subsequent isomerization of vinylidene via the channel CH2=CHOH → [CH2=C + H2O] →HCCH + H2O, is highly excited. The dissociation of CD3CHO is also studied, and both HOD+DCCD (D2CC) and D2O+DCCH products are formed from the same mechanisms as in the CH3CHO dissociation. © 2011 American Chemical Society.",
"Lodi L., Tennyson J., Polyansky O.L.","A global, high accuracy ab initio dipole moment surface for the electronic ground state of the water molecule","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960924229&doi=10.1063%2f1.3604934&partnerID=40&md5=b769801d0e2754fb2d187232ee1ac94e","A highly accurate, global dipole moment surface (DMS) is calculated for the water molecule using ab initio quantum chemistry methods. The new surface is named LTP2011 and is based on all-electron, internally contracted multireference configuration interaction, including size-extensivity corrections in the aug-cc-pCV6Z basis set. Dipoles are computed as energy derivatives and small corrections due to relativistic effects included. The LTP2011 DMS uses an appropriate functional form that guarantees qualitatively correct behaviour even for most high energies configuration (up to about 60000 cm-1), including, in particular, along the water dissociation channel. Comparisons with high precision experimental data show agreement within 1 for medium-strength lines. The new DMS and all the ab initio data are made available in the supplementary material. © 2011 American Institute of Physics.",
"Carter S., Sharma A.R., Bowman J.M.","Multimode calculations of rovibrational energies and dipole transition intensities for polyatomic molecules with torsional motion: Application to H2O2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960247915&doi=10.1063%2f1.3604935&partnerID=40&md5=f1f15bb536ce8058598814dfdcc1c695","We report rigorous calculations of rovibrational energies and dipole transition intensities for hydrogen peroxide using a new version of MULTIMODE as applied to molecules with torsional (reaction path) motion. The key features which permit such calculations for moderately sized polyatomic molecules of this general type are briefly described. A previous, accurate potential energy surface and a new high-level ab initio dipole moment surface are employed in these calculations. Detailed comparisons are made with high-resolution experimental spectral intensities from the HITRAN database. © 2011 American Institute of Physics.",
"Jiang B., Xie D., Guo H.","Communication: State-to-state differential cross sections for H 2O(B∼) photodissociation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959697139&doi=10.1063%2f1.3604567&partnerID=40&md5=7389d8407ef4a15baa1ca1f1deada61c","Quantum state-to-state differential cross sections, along with the absorption spectrum and product internal state distributions, have been calculated for the photodissociation of H2O in its B band on a new set of ab initio potential energy surfaces in a diabatic representation. The theoretical attributes are in good agreement with the recent experimental data, shedding light on the non-adiabatic dissociation dynamics. © 2011 American Institute of Physics.",
"Lique F., Li G., Werner H.-J., Alexander M.H.","Communication: Non-adiabatic coupling and resonances in the F + H 2 reaction at low energies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959744408&doi=10.1063%2f1.3603453&partnerID=40&md5=1a213c7d33ca9bfb388b45efb208eea8","Quantum reactive scattering calculations on accurate potential energy surfaces predict that at energies below ∼5 meV, the reaction of F atoms with H2 is dominated by the Born-Oppenheimer (BO) forbidden reaction of the spin-orbit excited F(2P12) atom. This non-BO dominance is amplified by low-energy resonances corresponding to quasi-bound states of the HF(v 3, j 3) H product channel. Neglect of non-adiabatic coupling between the electronic states of the F atom leads to a qualitatively incorrect picture of the reaction dynamics at low energy. © 2011 American Institute of Physics.",
"Li A., Xie C., Xie D., Guo H.","A global ab initio potential energy surface for HNO (a3A″) and quantum mechanical studies of vibrational states and reaction dynamics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957586549&doi=10.1063%2f1.3592375&partnerID=40&md5=a8cd6210a61f7b2810030e4ddd97c96f","A new global potential energy surface for the lowest triplet electronic state (a3A″) of HNO has been developed by a three-dimensional cubic spline interpolation of more than 13 000 ab initio points, which were calculated at the multireference configuration interaction level with Davidson correction using the augmented correlation-consistent polarized valence quintuple zeta basis set. Two minima and five saddle points were found on the potential energy surface. Low-lying vibrational states were obtained in this new potential using the Lanczos method and assigned. In addition, thermal rate constants for the N + OH → H + NO reactions were obtained using an exact wave packet method. Reasonably good agreement with experimental data was obtained. © 2011 American Institute of Physics.",
"Xie C., Jiang B., Xie D.","State-to-state quantum dynamics of the H + HBr reaction: Competition between the abstraction and exchange reactions","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80555140183&doi=10.1063%2f1.3589407&partnerID=40&md5=7506fe18f55bbf0123d9ba36bea40773","Quantum state-to-state dynamics for the H + HBr(υ<inf>i</inf> = 0,j<inf>i</inf> =0) reaction was studied on an accurate ab intio potential energy surface for the electronic ground state of BrH<inf>2</inf>. Both the H + HBr → H<inf>2</inf> + Br abstraction reaction and the H' + HBr → H' Br + H exchange reaction were investigated up to a collision energy of 2.0 eV. It was found that the abstraction channel is dominant at lower collision energies, while the exchange channel becomes dominant at higher collision energies. The total integral cross section of the abstraction reaction at a collision energy of 1.6 eV was found to be 1.37 Å2, which is larger than a recent quantum mechanical result (1.06 Å2) and still significantly smaller than the experimental value (3 ± 1 Å2). Meanwhile, similar to the previous theoretical study, our calculations also predicted much hotter product rotational state distributions than those from the experimental study. This suggests that further experimental investigations are highly desirable to elucidate the dynamic properties of the title reactions. © 2011 American Institute of Physics.",
"Lu T., Wilke J.J., Yamaguchi Y., Schaefer H.F.","Anharmonic rovibrational analysis for disilacyclopropenylidene (Si 2CH2)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955691034&doi=10.1063%2f1.3574344&partnerID=40&md5=d80ba254a0331e76177107a6eb965883","The global minimum on the Si2CH2 electronic singlet potential energy surface has been theoretically predicted to be a peculiar hydrogen bridged (SiHSi) disilacyclopropenylidene structure (Si 2CH2). An accurate quartic force field for Si 2CH2 has been determined employing ab initio coupled-cluster theory with single and double excitations and a perturbative treatment for triple excitations [CCSD(T)], in combination with the correlation consistent core-valence quadruple zeta (cc-pCVQZ) basis set. The vibration-rotation coupling constants, equilibrium and zero-point vibration corrected rotational constants, centrifugal distortion constants, and harmonic and fundamental vibrational frequencies for six isotopologues of Si 2CH2 are predicted using vibrational second-order perturbation theory (VPT2). The anharmonic corrections for the vibrational motions involving the H bridged bonds are found to be more than 5 with respect to the corresponding harmonic vibrational frequencies. In this light, an experimental detection and characterization of disilacyclopropenylidene (Si 2CH2) is highly desired. © 2011 American Institute of Physics.",
"Ma L., Alexander M.H., Dagdigian P.J.","Theoretical investigation of rotationally inelastic collisions of CH 2() with helium","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955458619&doi=10.1063%2f1.3575200&partnerID=40&md5=a3da13b4a2436888caf1c7854b9eabf7","Rotationally inelastic collisions of the CH2 molecule in its ã1A1 electronic state have been investigated. We have determined a potential energy surface (PES) for the interaction of rigid CH2(ã), frozen at its equilibrium geometry, with a helium atom, using a coupled-cluster method that includes all single and double excitations, as well as perturbative contributions of connected triple excitations RSSCD(T). The PES is quite anisotropic, due to lack of electron density in the unoccupied CH2 non-bonding orbital perpendicular to the molecular plane. Quantum scattering calculations have been carried out to compute state-to-state rotational energy transfer and elastic depolarization cross sections at collision energies up to 2400 cm-1. These cross sections were thermally averaged to derive room-temperature rate constants. The total removal and elastic depolarization rate constants for the ortho ka = 1 levels agree well with recent experimental measurements by Hall, Sears, and their co-workers. We observe a strong even-odd alternation in the magnitude of the total rate constants which we attribute to the asymmetry splitting of the k a = 1 levels. © 2011 American Institute of Physics.",
"Li Z., Xie C., Jiang B., Xie D., Liu L., Sun Z., Zhang D.H., Guo H.","Quantum and quasiclassical state-to-state dynamics of the NH + H reaction: Competition between abstraction and exchange channels","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954566582&doi=10.1063%2f1.3574898&partnerID=40&md5=c1208e074987082bfd8a70b102311deb","Quantum and quasiclassical state-to-state dynamics for the NH H′ reaction at high collision energies up to 1.6 eV was studied on an accurate ab initio potential energy surface. Both of the endothermic abstraction (NH H′ → N HH′) and thermoneutral exchange (NH H′ → H NH′) channels were investigated from the same set of wave packets using an efficient coordinate transformation method. It is found that the abstraction represents a minor reaction channel in the energy range studied, primarily due to endothermicity. The cross section for the abstraction reaction increases monotonically with the collision energy, while that for the exchange reaction is relatively energy insensitive. As a result, the thermal rate constant for the abstraction reaction follows the Arrhenius law, where that for the exchange reaction is nearly temperature independent. Finally, it is shown that the quantum mechanical results can be reasonably reproduced by the Gaussian-binning quasiclassical trajectory method and to a lesser extent by a quantum statistical model. © 2011 American Institute of Physics.",
