Authors,Title,Link,Abstract,Author Keywords,Index Keywords
"Abdool K., Cretney E., Brooks A.D., Kelly J.M., Swann J., Shanker A., Bere Jr. E.W., Yokoyama W.M., Ortaldo J.R., Smyth M.J., Sayers T.J.","NK cells use NKG2D to recognize a mouse renal cancer (Renca), yet require intercellular adhesion molecule-1 expression on the tumor cells for optimal perforin-dependent effector function","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746919605&partnerID=40&md5=79307fa04ae4ee79aba774b2642fe7bd","The NKG2D receptor on NK cells can recognize a variety of ligands on the tumor cell surface. Using a mouse renal cancer (Renca), we show that NKG2D recognition by NK cells was crucial for their ability to limit tumor metastases in vivo in both liver and lungs using perforin-dependent effector mechanisms. However, for the R331 cell line established from Renca, NKG2D recognition and perforin-dependent lysis played no role in controlling liver metastases. R331 cells were also more resistant to perforin-dependent lysis by NK cells in vitro. We therefore used these phenotypic differences between Renca and R331 to further investigate the crucial receptor:ligand interactions required for triggering lytic effector functions of NK cells. Reconstitution of R331 cells with ICAM-1, but not Rae-1γ, restored NKG2D-mediated, perforin-dependent lysis. Interestingly, R331 cells were efficiently lysed by NK cells using death ligand-mediated apoptosis. This death ligand-mediated killing did not depend on NKG2D recognition of its ligands on tumor cells. This result suggests that the intracellular signaling in NK cells required for perform and death ligand-mediated lysis of tumor target cell are quite distinct, and activation of both of these antitumor lytic effector functions of NK cells could improve therapeutic benefits for certain tumors. Copyright © 2006 by The American Association of Immunologists, Inc.",,"intercellular adhesion molecule 1; ligand; natural killer cell receptor NKG2D; perforin; protein; protein Rae 1gamma; unclassified drug; animal cell; animal experiment; animal model; animal tissue; apoptosis; article; cancer immunotherapy; cancer inhibition; cell killing; cell strain R331; cell surface; controlled study; cytolysis; effector cell; in vitro study; kidney cancer; liver metastasis; lung metastasis; molecular recognition; morphological trait; mouse; natural killer cell; natural killer cell mediated cytotoxicity; nonhuman; phenotype; priority journal; protein expression; protein function; protein protein interaction; receptor binding; target cell; tumor cell; tumor cell line; Animals; Carcinoma, Renal Cell; Cell Line, Tumor; Cells, Cultured; Cytotoxicity, Immunologic; Intercellular Adhesion Molecule-1; Kidney Neoplasms; Killer Cells, Natural; Liver Neoplasms, Experimental; Membrane Proteins; Mice; Mice, Inbred BALB C; Pore Forming Cytotoxic Proteins; Receptors, Immunologic"
"Lee Y.-M., Seo J.S., Jung S.-O., Kim I.-C., Lee J.-S.","Molecular cloning and characterization of θ-class glutathione S-transferase (GST-T) from the hermaphroditic fish Rivulus marmoratus and biochemical comparisons with α-class glutathione S-transferase (GST-A)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745189110&doi=10.1016%2fj.bbrc.2006.06.014&partnerID=40&md5=defcdcd5e4287b55ef3b0388583f86ef","We cloned and sequenced full-length cDNA of a θ-class-like glutathione S-transferase (GST-T) from liver tissue of the self-fertilizing fish Rivulus marmoratus. The full-length cDNA of rm-GST-T was 907 bp in length containing an open reading frame of 666 bp that encoded a 221-amino acid putative protein. Its derived amino acid sequence was clustered with other vertebrate θ-class GSTs in a phylogenetic tree. The deduced amino acid sequence of θ-like rm-GST (rm-GST-T) was compared with both classes (α and θ) of GST and α-class rm-GST (rm-GST-A). Tissue-specific expression of two rm-GST mRNAs was investigated using real-time RT-PCR. To further characterize the catalytic properties of this enzyme along with rm-GST-A, we constructed the recombinant θ-like rm-GST plasmid with a 6×His-Tag at the N-terminal of rm-GST-T cDNA. Recombinant rm-GST-T was highly expressed in transformed Escherichia coli, and its soluble fraction was purified by His-Tag affinity column chromatography. The kinetic properties and effects of pH and temperature on rm-GST-T were further studied, along with enzyme activity and inhibition effects, and compared with recombinant rm-GST-A. These results suggest that recombinant rm-GSTs such as rm-GST-A and rm-GST-T play a conserved functional role in R. marmoratus. © 2006 Elsevier Inc. All rights reserved.","CDNB; Fish; Glutathione S-transferase; GSH; His-tag affinity column; Kinetic properties; Recombinant protein; Rivulus marmoratus","amino acid; complementary DNA; glutathione s transferase theta; glutathione transferase; histidine; messenger RNA; recombinant enzyme; unclassified drug; affinity chromatography; amino acid sequence; amino terminal sequence; article; column chromatography; controlled study; DNA content; DNA sequence; enzyme activity; enzyme analysis; enzyme inhibition; enzyme kinetics; enzyme mechanism; enzyme purification; Escherichia coli; fertilization; fish; gene cluster; gene construct; genetic conservation; genetic transformation; hermaphroditism; liver; molecular cloning; nonhuman; open reading frame; pH; phylogenetic tree; priority journal; protein expression; protein function; real time polymerase chain reaction; recombinant plasmid; reverse transcription polymerase chain reaction; solubility; temperature; Amino Acid Sequence; Animals; Base Sequence; Cloning, Molecular; Conserved Sequence; Cyprinodontiformes; Enzyme Inhibitors; Glutathione Transferase; Hermaphroditism; Humans; Isoenzymes; Molecular Sequence Data; Phylogeny; Recombinant Proteins; Sequence Alignment; Escherichia coli; Kryptolebias marmoratus; Vertebrata"
"Seo J.S., Lee Y.-M., Jung S.-O., Kim I.-C., Yoon Y.-D., Lee J.-S.","Nonylphenol modulates expression of androgen receptor and estrogen receptor genes differently in gender types of the hermaphroditic fish Rivulus marmoratus","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744978779&doi=10.1016%2fj.bbrc.2006.05.123&partnerID=40&md5=23491724d2c5d6511dc75486a7f3e356","To uncover the effect of estrogenic chemicals [4-nonylphenol (NP) and bisphenol A (BisA)] on the expression of androgen receptor (AR) and estrogen receptors (ERα and ERβ) in the hermaphroditic fish Rivulus marmoratus, we cloned the full length of the cDNAs encoding AR, ERα, and ERβ from gonadal tissue of R. marmoratus and analyzed the modulation of expression of these genes following exposure to estrogenic chemicals using real-time RT-PCR. R. marmoratus AR, ERα, and ERβ genes showed a high similarity to the relevant fish species on amino acid residues, respectively. Rm-ERα and Rm-ERβ cDNAs included a serine-rich region when compared to other teleost fish ER genes. Tissue-specific expression of Rm-AR and Rm-ERβ mRNAs in adult hermaphrodite R. marmoratus was high in the gonad, while Rm-ERα mRNA was high in the liver based on real-time RT-PCR. In addition, Rm-AR and Rm-ERα mRNAs increased along with developmental stage from stage 3 (5 dpf) to hatching, while Rm-ERβ mRNA increased from stage 2 (2 dpf). To uncover the effect of estrogenic chemicals on R. marmoratus, we exposed the fish to NP (300 μg/l) and BisA (600 μg/l) for 96 h. Significant down-regulation of Rm-AR, Rm-ERα, and Rm-ERβ mRNA was observed in gonadal tissue after exposure to NP but not BisA. In the liver, there were gender differences in gene expression after EDC exposure. These results demonstrate that expression patterns of the Rm-AR, Rm-ERα, and Rm-ERβ genes in the hermaphroditic fish, R. marmoratus, vary according to tissue and developmental stage as well as the specificity of environmental estrogenic chemicals. These genes can be useful as molecular biomarkers in assessing the potential impact of estrogenic compounds using this species as a model system. © 2006 Elsevier Inc. All rights reserved.","Androgen receptor; Bisphenol A; Estrogen receptor α; Estrogen receptor β; Expression; Modulation; Nonylphenol; Rivulus marmoratus","androgen receptor; complementary DNA; estrogen receptor; estrogen receptor alpha; estrogen receptor beta; messenger RNA; nonylphenol; animal experiment; animal tissue; article; controlled study; developmental stage; female; fish; gene expression; gonad; hatching; hermaphroditism; liver; male; nonhuman; nucleotide sequence; priority journal; protein expression; reverse transcription polymerase chain reaction; rivulus marmoratus; sex difference; statistical significance; teleost; Amino Acid Sequence; Animals; Cyprinodontiformes; Estrogen Receptor alpha; Estrogen Receptor beta; Female; Gene Expression Regulation; Hermaphroditism; Male; Molecular Sequence Data; Phenols; Phylogeny; Receptors, Androgen; Reverse Transcriptase Polymerase Chain Reaction; Sequence Alignment; Sex Factors; Tissue Distribution; Kryptolebias marmoratus; Teleostei"
"Lee Y.-M., Seo J.S., Kim I.-C., Yoon Y.-D., Lee J.-S.","Endocrine disrupting chemicals (bisphenol A, 4-nonylphenol, 4-tert-octylphenol) modulate expression of two distinct cytochrome P450 aromatase genes differently in gender types of the hermaphroditic fish Rivulus marmoratus","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646854725&doi=10.1016%2fj.bbrc.2006.04.137&partnerID=40&md5=96737a361dd2817daa71b67a261ee09c","To understand the effect of endocrine-disrupting chemicals (EDCs) on cytochrome P450 aromatase (rm-cyp19) gene expression between gender types in the hermaphroditic fish Rivulus marmoratus, we cloned two distinct rm-cyp19 genes using RT-PCR with degenerative primers, obtained full-length cDNAs using 5′- and 3′-RACE-PCR methods, and completely sequenced them. The brain aromatase (rm-cyp19b) cDNA consisted of 2,124 bp including the open reading frame (ORF), which encoded a putative protein of 505 amino acids. The ovarian aromatase (rm-cyp19a) cDNA consisted of 2,075 bp, including the ORF encoding a putative protein of 516 amino acids. Expression patterns of rm-cyp19b and rm-cyp19a mRNAs were investigated in embryos of different developmental stages and in seven different tissues of adult fish. The rm-cyp19b gene in hermaphrodite and secondary male R. marmoratus was predominantly expressed in the brain, while the rm-cyp19a gene was expressed gender-specifically in the gonad. The expression of rm-cyp19b mRNA increased from stage 1 (2d post fertilization) to stage 4 (12d post fertilization) in a developmental stage-dependent manner but steeply decreased in the hatching stage. Compared to the rm-cyp19b gene, the abundance of ovarian aromatase rm-cyp19a transcripts was very low, and its expression was first detected at stage 3 and then decreased gradually to the hatching stage. Alteration of rm-cyp19b and rm-cyp19a gene expression was further analyzed in the brain and gonad by real-time RT-PCR 96 h after EDC exposure in hermaphrodites and secondary males. The brain aromatase rm-cyp19b gene was up-regulated in the brain after 4-nonylphenol (4-NP)-exposure, while the ovarian aromatase rm-cyp19a gene was significantly down-regulated in the gonad. In 300 μg/L 4-tert octylphenol (4-tert-OP), or 600 μg/L bisphenol A-exposed brain and gonad, both rm-cyp19b and rm-cyp19a genes were up-regulated. In the case of secondary males, the rm-cyp19b gene was highly expressed in the 4-NP-exposed brain, while expression of the rm-cyp19a gene was not detected in the gonad. These results indicate that the expression of rm-cyp19a and rm-cyp19b genes is differently modulated according to estrogenic compounds and gender type of R. marmoratus. © 2006 Elsevier Inc. All rights reserved.","cyp19; Cytochrome P450 armomatase; EDCs; Real-time RT-PCR; Rivulus marmoratus","4 nonylphenol; 4 tert octylphenol; 4,4' isopropylidenediphenol; aromatase; complementary DNA; cytochrome P450; endocrine disruptor; vitellogenin; amino acid sequence; animal tissue; article; controlled study; fish; gene; gene expression; hermaphroditism; molecular cloning; nonhuman; nucleotide sequence; open reading frame; priority journal; reverse transcription polymerase chain reaction; rm cyp19a gene; rm cyp19b gene; Animals; Aromatase; Base Sequence; Cyprinodontiformes; Cytochrome P-450 Enzyme System; DNA, Complementary; Endocrine Disruptors; Female; Fertilization; Fishes; Gene Expression Regulation; Gonads; Male; Molecular Sequence Data; Ovary; Phenols; Sex Factors; Kryptolebias marmoratus"
"Lee Y.-M., Park T.-J., Jung S.-O., Seo J.S., Park H.G., Hagiwara A., Yoon Y.-D., Lee J.-S.","Cloning and characterization of glutathione S-transferase gene in the intertidal copepod Tigriopus japonicus and its expression after exposure to endocrine-disrupting chemicals","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745007110&doi=10.1016%2fj.marenvres.2006.04.050&partnerID=40&md5=bb2ee18873526ca180e15017a45c3da1","To investigate the impacts of marine pollution on aquatic organisms, we tested the intertidal copepod Tigriopus japonicus as a model species. To analyze the copepods' responses to endocrine-disrupting chemicals (EDCs), we exposed them to two different chemicals: 4,4′-octylphenol (4,4′-OP, 12.5-100 μg/L for 2 h) and polychlorinated biphenyl (PCB, 6.25-25 μg/L for two days). 4,4′-OP was toxic, although exposure time was limited to 2 h. After extracting total RNA from the exposed T. japonicus, we performed reverse transcriptase-polymerase chain reaction (RT-PCR) to determine gene expression patterns following chemical exposure. To analyze the gene expression of T. japonicus, we used glutathione S-transferase with GAPDH as an internal control. Of the genes tested using EDC-exposed samples, 4,4′-OP induced upregulation of the glutathione S-transferase (GST) gene, while PCB caused downregulation of the GST gene. These results suggest that the two EDCs act in different manners in T. japonicus. © 2006 Elsevier Ltd. All rights reserved.","Endocrine-disrupting chemicals; Glutathione S-transferase; Tigriopus japonicus","Endocrinology; Environmental impact; Genes; Polychlorinated biphenyls; RNA; Toxic materials; Endocrine-disrupting chemicals; Glutathione S-transferase; Tigriopus japonicus; Marine biology; 4,4' octylphenol; complementary DNA; endocrine disruptor; glutathione transferase; phenol derivative; polychlorinated biphenyl; RNA; unclassified drug; clone; endocrine disruptor; enzyme; fish; gene expression; PCB; aquatic environment; article; copepod; DNA sequence; down regulation; enzyme analysis; gene expression; molecular cloning; nonhuman; nucleotide sequence; protein expression; reverse transcription polymerase chain reaction; sea pollution; Tigriopus japonicus; upregulation; Animals; Base Sequence; Cloning, Molecular; Copepoda; DNA Primers; Endocrine Disruptors; Gene Expression Regulation, Enzymologic; Glutathione Transferase; Models, Animal; Molecular Sequence Data; Phenols; Polychlorinated Biphenyls; Reverse Transcriptase Polymerase Chain Reaction; Seawater; Water Pollutants; Copepoda; Tigriopus japonicus"
"Lee Y.-M., Jung S.-O., Seo J.S., Yoon Y.-D., Lee J.-S.","Cloning of Ki-ras and Ha-ras cDNAs from the hermaphroditic fish Rivulus marmoratus (Cyprinodontiformes, Rivulidae) and its expression after exposure to 4-nonylphenol","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744979035&doi=10.1016%2fj.marenvres.2006.04.052&partnerID=40&md5=f96f91e7e35cc70af14d74549cef7501","Previous studies on ras proto-oncogene genes in fish have been focused on chemical-associated carcinogenesis, and the expression of fish ras genes was not well-characterized. We investigated Ki- and Ha-ras genes from the hermaphroditic fish Rivulus marmoratus to understand better their expression patterns in specific tissues, as well as their responses to endocrine-disrupting chemicals such as 4-nonylphenol (4-NP). By investigating expression patterns, we found that the R. marmoratus Ki-ras (Rm Ki-ras) gene showed an alternative splicing event between exons 4A and 4B according to tissue types, which is different from the expression pattern of mammalian Ki-ras genes. In the Rm Ki-ras gene, there were two different expressed types, with exons 1-2-3-4A-4B (long form) and with exons 1-2-3-4B (short form). In the Rm Ki-ras gene, the long form was expressed strongly in the gonad and intestine, and the short form was expressed ubiquitously, except for a low level of expression in the liver. Following 4-NP exposure (300 μg/L), the Rm Ki-ras long form in the liver was significantly expressed, while it was expressed moderately in the ovaries. However, the Rm Ha-ras gene was significantly over-expressed in the brain, while its expression in the gonad was down-regulated. In relation to these modulations after 4-NP exposure, we searched the Rm Ha- and Ki-ras promoter regions and found several ERE-half sites, that may be involved in the modulation of ras gene expression following 4-NP exposure. These genes could be applicable as new biomarker genes for assessing exposure to endocrine-disrupting chemicals (EDCs). Further, this implies the disturbance of ras-dependent signal transduction following EDC exposure. © 2006 Elsevier Ltd. All rights reserved.","Expression; Ha-ras; Ki-ras; Nonylphenol; Rivulus marmoratus","Biodiversity; Biological organs; Biomarkers; Brain; DNA; Tissue; Expressions; Ha ras; Ki ras; Nonylphenols; Rivulus marmoratus; Genetic engineering; 4 nonylphenol; biological marker; complementary DNA; endocrine disruptor; Ras protein; aquatic community; carcinogen; clonal growth; DNA; endocrine disruptor; gene expression; pollution exposure; animal tissue; article; brain level; carcinogenesis; down regulation; endocrine system; environmental exposure; exon; female; fish; gene expression; gene expression regulation; gene overexpression; gonad; hermaphroditism; intestine; liver level; male; mammal; molecular cloning; nonhuman; nucleotide sequence; oncogene H ras; oncogene K ras; oncogene ras; ovary; promoter region; protein localization; rivulus marmoratus; RNA splicing; signal transduction; tissue level; Alternative Splicing; Animals; Cloning, Molecular; Cyprinodontiformes; DNA Primers; DNA, Complementary; Environmental Exposure; Gene Expression; Gene Expression Profiling; Genes, ras; Molecular Sequence Data; Phenols; Reverse Transcriptase Polymerase Chain Reaction; Water Pollutants, Chemical; Cyprinodontiformes; Kryptolebias marmoratus; Mammalia; Rivulinae (Aplocheilidae)"
"Uno T., Takeda K., Kojima Y., Yoshizawa H., Akiba H., Mittler R.S., Gejyo F., Okumura K., Yagita H., Smyth M.J.","Eradication of established tumors in mice by a combination antibody-based therapy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744987907&doi=10.1038%2fnm1405&partnerID=40&md5=e9936e38a448ca769aa665ce8859e710","Tumor-cell apoptosis is the basis of many cancer therapies, and tumor-specific T cells are the principal effectors of successful antitumor immunotherapies. Here we show that induction of tumor-cell apoptosis by an agonistic monoclonal antibody to DR5, the apoptosis-inducing receptor for TNF-related apoptosis-inducing ligand (TRAIL), combined with T-cell activation by agonistic monoclonal antibodies to the costimulatory molecules CD40 and CD137, potently and rapidly stimulated tumor-specific effector CD8+ T cells capable of eradicating preestablished tumors. Primary fibrosarcomas initiated with the carcinogen 3-methylcholanthrene (MCA), multiorgan metastases and a primary tumor containing as many as 90% tumor cells resistant to DR5-specific monoclonal antibody were rejected without apparent toxicity or induction of autoimmunity. This combination therapy of three monoclonal antibodies (trimAb) rapidly induced tumor-specific CD8+ T cells producing interferon (IFN)-γ in the tumor-draining lymph node, consistent with a crucial requirement for CD8+ T cells and IFN-γ in the tumor rejection process. These results in mice indicate that a rational monoclonal antibody-based therapy that both causes tumor-cell apoptosis through DR5 and activates T cells may be an effective strategy for cancer immunotherapy in humans. © 2006 Nature Publishing Group.",,"3 methylcholanthrene; CD40 ligand monoclonal antibody; gamma interferon; monoclonal antibody; monoclonal antibody CD137; monoclonal antibody DR5; tumor necrosis factor related apoptosis inducing ligand; unclassified drug; animal cell; animal experiment; animal model; apoptosis; article; autoimmunity; cancer combination chemotherapy; CD8+ T lymphocyte; controlled study; drug resistance; female; fibrosarcoma; metastasis; mouse; nonhuman; priority journal; tumor; tumor cell; tumor rejection; Animals; Antibodies, Monoclonal; Apoptosis; Apoptosis Regulatory Proteins; CD8-Positive T-Lymphocytes; Cell Line, Tumor; Interferon Type II; Lymphocyte Activation; Membrane Glycoproteins; Mice; Mice, Inbred BALB C; Mice, Knockout; Mice, SCID; Neoplasm Transplantation; Neoplasms; Receptors, TNF-Related Apoptosis-Inducing Ligand; Receptors, Tumor Necrosis Factor; Survival Rate; TNF-Related Apoptosis-Inducing Ligand; Tumor Necrosis Factor-alpha"
"Cooke S.J., Philipp D.P., Wahl D.H., Weatherhead P.J.","Energetics of parental care in six syntopic centrarchid fishes","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745336331&doi=10.1007%2fs00442-006-0375-6&partnerID=40&md5=28f20257893605ec1e3858a46e6d34c8","We studied parental behavior in six syntopically breeding species of centrarchid fishes to determine whether energetic costs could contribute to our understanding of the diversity of parental care. We used a combination of underwater videography, radio telemetry and direct observation to examine how the cost of parental care varied with both its duration and intensity. Duration of parental care, activity patterns, and energetic costs varied widely among species. Overall, the duration of care increased with parental size between species. When energetic costs were adjusted for species-specific differences in the duration of parental care, the cost of parental care also increased with mean size of the species. Species with extended parental care exhibited stage-specific patterns of activity and energy expenditure consistent with parental investment theory, whereas fish with short duration parental care tended to maintain high levels of activity throughout the entire period of parental care. The only apparent exception (a species with brief parental care but stage-specific behavior) was a species with multiple breeding bouts, and thus effectively having protracted parental care. These data suggest that some species with short duration parental care can afford not to adjust parental investment over stages of offspring development. Using our empirical data on parental care duration and costs, we reevaluated the relationship between egg size and quality of parental care. Variation in egg size explained almost all of the observed variation in total energetic cost of parental care, and to a lesser degree, duration-the larger the eggs, the more costly the parental care. This research highlights the value of incorporating energetic information into the study of parental care behavior and testing of ecological theory. © Springer-Verlag 2006.","Activity patterns; Centrarchid fish; Egg size; Energetic costs; Parental care","bioenergetics; fish; parental care; animal; animal behavior; article; body size; comparative study; cytology; energy metabolism; female; growth, development and aging; histology; life cycle; male; oocyte; Perciformes; physiology; reproduction; Animals; Behavior, Animal; Body Size; Energy Metabolism; Female; Life Cycle Stages; Male; Ovum; Perciformes; Reproduction; Centrarchidae; Pisces"
"Smyth M.J., Hayakawa Y., Cretney E., Zerafa N., Sivakumar P., Yagita H., Takeda K.","IL-21 enhances tumor-specific CTL induction by anti-DR5 antibody therapy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646489777&partnerID=40&md5=3440aea72997c87edeea6ad4c5996b21","Tumor cell apoptosis is the basis of many cancer therapies, and tumor-specific T cells are the principal effectors of successful anti-tumor immunotherapies. In this study, we show that induction of tumor cell apoptosis by agonistic mAb against DR5, combined with delayed IL-21 treatment, suppressed tumor growth and pre-established tumor metastases. Synergistic effects of the combination were observed in several tumor models where the target tumor was sensitive to DR5-mediated apoptosis. IL-21 promoted tumor-specific CTL activity and enhanced memory responses to tumor rechallenge. These results indicate that a rational combination of Ab-based therapy that causes tumor cell apoptosis and a cytokine that promotes T cell memory is a useful new strategy for cancer immunotherapy. Copyright © 2006 by The American Association of Immunologists, Inc.",,"death receptor 5; death receptor 5 antibody; interleukin 21; monoclonal antibody; monoclonal antibody MD51; unclassified drug; animal cell; animal experiment; animal model; apoptosis; article; cancer; cancer immunotherapy; cancer inhibition; cancer therapy; controlled study; cytotoxic T lymphocyte; drug potentiation; drug specificity; memory T lymphocyte; metastasis; mouse; nonhuman; priority journal; T lymphocyte; Adjuvants, Immunologic; Animals; Antibodies, Monoclonal; Antineoplastic Combined Chemotherapy Protocols; Cell Line, Tumor; Cytotoxicity, Immunologic; Interleukins; Lymphocyte Activation; Mice; Mice, Inbred BALB C; Mice, Inbred C57BL; Mice, Knockout; Mice, SCID; Receptors, TNF-Related Apoptosis-Inducing Ligand; Receptors, Tumor Necrosis Factor; T-Lymphocytes, Cytotoxic"
"Møller A.P., Flensted-Jensen E., Mardal W.","Rapidly advancing laying date in a seabird and the changing advantage of early reproduction","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646548941&doi=10.1111%2fj.1365-2656.2006.01086.x&partnerID=40&md5=769b85d06dbde7078317fff5b9ca7571","1. Bird ringing schemes have collected immense amounts of data on timing of breeding for over 100 years. These data provide an unexploited source of information on temporal change in breeding date. 2. We investigated changes in breeding date of the Arctic tern Sterna paradisaea Pont. in Denmark during 1929-98, using information on ringing date of young. 3. Mean ringing date advanced by over 18 days during 70 years, while there was no temporal change in variance in date. 4. Advanced mean ringing date was explained by an increase in mean temperature during April and May and an increase in North Atlantic Oscillation (NAO) index for May. 5. Variance in ringing date increased in years with high temperatures in April and high NAO index values in April. 6. There was changing temporal patterns of selection for early breeding as reflected by analyses of the difference in mean ringing date for Arctic tern young that were subsequently recorded as survivors and mean ringing date for all young. The intensity of selection on breeding date changed from favouring late breeding in the 1930s to favouring early breeding during the 1990s. 7. Analyses of bird ringing information for millions of offspring of hundreds of bird species deposited in national ringing schemes may provide unlimited access to long-term time series of reproductive variables. © 2006 The Authors.","Arctic tern; Climate change; North Atlantic Oscillation; Ringing date; Sterna paradisaea","North Atlantic Oscillation; reproductive behavior; ringing; selection; temperature; time series; animal; article; Charadriiformes; climate; Denmark; egg laying; female; male; North America; physiology; reproduction; season; sexual behavior; temperature; time; Animals; Charadriiformes; Climate; Denmark; Female; Male; North America; Oviposition; Reproduction; Seasons; Sexual Behavior, Animal; Temperature; Time Factors; Denmark; Eurasia; Europe; Northern Europe; Scandinavia; Aves; Sterna paradisaea"
"Møller A.P.","Sociality, age at first reproduction and senescence: Comparative analyses of birds","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646488833&doi=10.1111%2fj.1420-9101.2005.01065.x&partnerID=40&md5=563021c6cda9c83c5ec9cec4b3c7468e","Evolutionary theories of senescence suggest that aging evolves as a consequence of early reproduction imposing later viability costs, or as a consequence of weak selection against mutations that act late in life. In addition, highly social species that live in sites that are protected from extrinsic mortality due to predation should senesce at a slower rate than solitary species. Therefore, species that start reproducing late in life should senesce at a slower rate than species that start reproducing early. In addition, social species should senesce more slowly than solitary species. Here I investigate the rate of senescence using an extensive data set on longevity records under natural field conditions to test predictions about the evolution of senescence among 271 species of birds. Longevity records increased with sampling effort and body mass, but once these confounding variables were controlled statistically, there was a strongly positive relationship between relative longevity and relative adult survival rate. Relative longevity after controlling statistically for sampling effort, body mass and adult survival rate, increased with age at first reproduction, but not with degree of breeding sociality. These findings suggest that the evolution of senescence is related to timing of first reproduction, but that the evolution of breeding sociality has played a negligible role in the evolution of senescence. © 2006 European Society for Evolutionary Biology.","Age at first reproduction; Ageing; Coloniality; Longevity; Sampling effort; Survival","breeding; evolution; mutation; predation; survival; viability; aging; animal; article; bird; cultural anthropology; evolution; female; histology; male; physiology; reproduction; social behavior; Aging; Animals; Birds; Cultural Evolution; Evolution; Female; Male; Reproduction; Social Behavior; Aves"
"Berzins S.P., McNab F.W., Jones C.M., Smyth M.J., Godfrey D.I.","Long-term retention of mature NK1.1+ NKT cells in the thymus","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646034075&partnerID=40&md5=0a80815c923625dc97e2b3bdd9e2e4c6","The NKT cell pool in the thymus contains immature (NK1.1-) and mature (NK1.1+) subsets that represent distinct linear stages of a linear developmental pathway. An unexplained paradox is why immature NK1.1 - NKT cells are mainly exported to the periphery instead of the more mature and more abundant NK1.1+ NKT cells. In this study we have determined that mature NK1.1+ NKT cells are retained by the thymus to form an extremely long-lived resident population capable of rapid and prolonged production of IFN-γ and IL-4. The retention of mature NKT cells provides an explanation for why the periphery is mainly seeded by immature NK1.1 - cells despite mature NK1.1+ NKT cells being more abundant in the thymus. This is the first study to identify a mature T cell subset retained within the thymus and is additional evidence of the distinct developmental pathways of mainstream T cells and NKT cells. Copyright © 2006 by The American Association of Immunologists, Inc.",,"gamma interferon; interleukin 4; cytokine; animal cell; animal experiment; article; cell compartmentalization; cell function; cell maturation; cell migration; cell population; controlled study; cytokine production; mouse; natural killer T cell; nonhuman; priority journal; T lymphocyte; T lymphocyte subpopulation; thymus; aging; animal; biosynthesis; C57BL mouse; cell differentiation; cytology; immunology; metabolism; regulatory T lymphocyte; time; transplantation; Aging; Animals; Cell Differentiation; Cytokines; Mice; Mice, Inbred C57BL; T-Lymphocytes, Regulatory; Thymus Gland; Time Factors"
